HP:0000002	Abnormality of body height	height|abnorm|bodi
HP:0009995	Partial duplication of the middle phalanx of the 5th finger	partial|duplic|5th|middl|phalanx|finger
HP:0009996	Partial duplication of the proximal phalanx of the 5th finger	partial|duplic|5th|proxim|phalanx|finger
HP:0009997	Duplication of phalanx of hand	hand|duplic|phalanx
HP:0009998	Complete duplication of phalanx of hand	phalanx|hand|duplic|complet
HP:0009999	Partial duplication of the phalanx of hand	partial|hand|duplic|phalanx
HP:0010000	Complete duplication of the proximal phalanges of the hand	phalang|hand|proxim|duplic|complet
HP:0010001	Complete duplication of the distal phalanges of the hand	phalang|distal|hand|duplic|complet
HP:0010002	Complete duplication of the middle phalanges of the hand	phalang|middl|hand|duplic|complet
HP:0010003	Partial duplication of the proximal phalanges of the hand	phalang|partial|hand|proxim|duplic
HP:0010004	Partial duplication of the distal phalanges of the hand	phalang|partial|distal|hand|duplic
HP:0010005	Partial duplication of the middle phalanges of the hand	phalang|partial|middl|hand|duplic
HP:0010006	Duplication of the proximal phalanx of hand	hand|proxim|duplic|phalanx
HP:0010008	Duplication of the middle phalanx of hand	middl|hand|duplic|phalanx
HP:0010009	Abnormality of the 1st metacarpal	metacarp|abnorm
HP:0010010	Abnormality of the 2nd metacarpal	metacarp|abnorm
HP:0010011	Abnormality of the 3rd metacarpal	metacarp|abnorm
HP:0010012	Abnormality of the 4th metacarpal	metacarp|abnorm|4th
HP:0010013	Abnormality of the 5th metacarpal	5th|metacarp|abnorm
HP:0010014	Abnormality of the epiphysis of the 1st metacarpal	epiphysi|metacarp|abnorm
HP:0010015	Absent epiphysis of the 1st metacarpal	epiphysi|metacarp|absent
HP:0010016	Bracket epiphysis of the 1st metacarpal	epiphysi|metacarp|bracket
HP:0010017	Cone-shaped epiphysis of the 1st metacarpal	epiphysi|metacarp|cone-shap
HP:0010018	Enlarged epiphysis of the 1st metacarpal	epiphysi|metacarp|enlarg
HP:0010019	Fragmentation of the epiphysis of the 1st metacarpal	epiphysi|fragment|metacarp
HP:0010020	Irregular epiphysis of the 1st metacarpal	epiphysi|metacarp|irregular
HP:0010021	Ivory epiphysis of the 1st metacarpal	epiphysi|metacarp|ivori
HP:0010022	Pseudoepiphysis of the 1st metacarpal	metacarp|pseudoepiphysi
HP:0010023	Small epiphysis of the 1st metacarpal	epiphysi|metacarp|small
HP:0010024	Epiphyseal stippling of the first metacarpal	epiphys|metacarp|stippl
HP:0010025	Triangular epiphysis of the 1st metacarpal	epiphysi|metacarp|triangular
HP:0010026	Aplasia/Hypoplasia of the 1st metacarpal	aplasia|hypoplasia|metacarp
HP:0010027	Broad 1st metacarpal	broad|metacarp
HP:0010028	Bullet-shaped 1st metacarpal	bullet-shap|metacarp
HP:0010029	Curved 1st metacarpal	curv|metacarp
HP:0010030	Osteolytic defects of the 1st metacarpal	osteolyt|metacarp|defect
HP:0010031	Patchy sclerosis of the 1st metacarpal	metacarp|patchi|sclerosi
HP:0010033	Triangular shaped 1st metacarpal	metacarp|shape|triangular
HP:0010034	Short 1st metacarpal	short|metacarp
HP:0010035	Aplasia of the 1st metacarpal	aplasia|metacarp
HP:0010036	Aplasia/Hypoplasia of the 2nd metacarpal	aplasia|hypoplasia|metacarp
HP:0010037	Aplasia of the 2nd metacarpal	aplasia|metacarp
HP:0010038	Short 2nd metacarpal	short|metacarp
HP:0010039	Aplasia/Hypoplasia of the 3rd metacarpal	aplasia|hypoplasia|metacarp
HP:0010040	Aplasia of the 3rd metacarpal	aplasia|metacarp
HP:0010041	Short 3rd metacarpal	short|metacarp
HP:0010042	Aplasia/Hypoplasia of the 4th metacarpal	aplasia|hypoplasia|metacarp|4th
HP:0010043	Aplasia of the 4th metacarpal	aplasia|metacarp|4th
HP:0010044	Short 4th metacarpal	short|metacarp|4th
HP:0010045	Aplasia/Hypoplasia of the 5th metacarpal	5th|aplasia|hypoplasia|metacarp
HP:0010046	Aplasia of the 5th metacarpal	5th|aplasia|metacarp
HP:0010047	Short 5th metacarpal	5th|short|metacarp
HP:0010048	Aplasia of metacarpal bones	aplasia|metacarp|bone
HP:0010049	Short metacarpal	short|metacarp
HP:0010051	Deviation/Displacement of the hallux	hallux|displac|deviat
HP:0010052	Abnormality of the proximal phalanx of the hallux	proxim|abnorm|hallux|phalanx
HP:0010053	Abnormality of the distal phalanx of the hallux	distal|abnorm|hallux|phalanx
HP:0010054	Abnormality of the first metatarsal	metatars|abnorm
HP:0010055	Broad hallux	broad|hallux
HP:0010056	Abnormality of the epiphyses of the hallux	epiphys|abnorm|hallux
HP:0010057	Abnormality of the phalanges of the hallux	phalang|abnorm|hallux
HP:0010058	Aplasia/Hypoplasia of the phalanges of the hallux	phalang|aplasia|hypoplasia|hallux
HP:0010059	Broad hallux phalanx	broad|hallux|phalanx
HP:0010060	Bullet-shaped hallux phalanx	bullet-shap|hallux|phalanx
HP:0010061	Curved hallux phalanx	curv|hallux|phalanx
HP:0010062	Osteolytic defects of the phalanges of the hallux	phalang|osteolyt|defect|hallux
HP:0010063	Patchy sclerosis of hallux phalanx	patchi|sclerosi|hallux|phalanx
HP:0010064	Symphalangism affecting the phalanges of the hallux	symphalang|phalang|hallux|affect
HP:0010065	Triangular shaped phalanges of the hallux	phalang|shape|triangular|hallux
HP:0010066	Duplication of phalanx of hallux	duplic|hallux|phalanx
HP:0010067	Aplasia/hypoplasia of the 1st metatarsal	aplasia|hypoplasia|metatars
HP:0010068	Broad first metatarsal	broad|metatars
HP:0010069	Bullet-shaped 1st metatarsal	bullet-shap|metatars
HP:0010070	Curved 1st metatarsal	curv|metatars
HP:0010071	Osteolytic defects of the 1st metatarsal	osteolyt|metatars|defect
HP:0010072	Patchy sclerosis of the 1st metatarsal	patchi|metatars|sclerosi
HP:0010073	Synostosis involving the 1st metatarsal	synostosi|involv|metatars
HP:0010074	Triangular shaped 1st metatarsal	shape|triangular|metatars
HP:0010075	Duplication of the 1st metatarsal	metatars|duplic
HP:0010076	Aplasia/Hypoplasia of the distal phalanx of the hallux	aplasia|hypoplasia|distal|hallux|phalanx
HP:0010077	Broad distal phalanx of the hallux	distal|broad|hallux|phalanx
HP:0010078	Bullet-shaped distal phalanx of the hallux	bullet-shap|distal|hallux|phalanx
HP:0010079	Curved distal phalanx of the hallux	curv|distal|hallux|phalanx
HP:0010080	Osteolytic defects of the distal phalanx of the hallux	osteolyt|distal|defect|hallux|phalanx
HP:0010081	Patchy sclerosis of the distal phalanx of the hallux	distal|patchi|sclerosi|hallux|phalanx
HP:0010082	Symphalangism affecting the distal phalanx of the hallux	symphalang|distal|hallux|affect|phalanx
HP:0010083	Triangular shaped distal phalanx of the hallux	distal|shape|triangular|hallux|phalanx
HP:0010084	Duplication of the distal phalanx of the hallux	distal|duplic|hallux|phalanx
HP:0010085	Aplasia/Hypoplasia of the proximal phalanx of the hallux	aplasia|hypoplasia|proxim|hallux|phalanx
HP:0010086	Broad proximal phalanx of the hallux	broad|proxim|hallux|phalanx
HP:0010087	Bullet-shaped proximal phalanx of the hallux	bullet-shap|proxim|hallux|phalanx
HP:0010088	Curved proximal phalanx of the hallux	curv|proxim|hallux|phalanx
HP:0010089	Osteolytic defects of the proximal phalanx of the hallux	osteolyt|proxim|defect|hallux|phalanx
HP:0010090	Patchy sclerosis of the proximal phalanx of the hallux	patchi|proxim|sclerosi|hallux|phalanx
HP:0010091	Symphalangism affecting the proximal phalanx of the hallux	symphalang|proxim|hallux|affect|phalanx
HP:0010092	Triangular shaped proximal phalanx of the hallux	shape|triangular|proxim|hallux|phalanx
HP:0010093	Duplication of the proximal phalanx of the hallux	proxim|duplic|hallux|phalanx
HP:0010094	Complete duplication of the proximal phalanx of the hallux	phalanx|proxim|duplic|hallux|complet
HP:0010095	Partial duplication of the proximal phalanx of the hallux	partial|proxim|duplic|hallux|phalanx
HP:0010096	Complete duplication of the distal phalanx of the hallux	phalanx|distal|duplic|hallux|complet
HP:0010097	Partial duplication of the distal phalanx of the hallux	partial|distal|duplic|hallux|phalanx
HP:0010098	Complete duplication of the 1st metatarsal	metatars|duplic|complet
HP:0010099	Partial duplication of the 1st metatarsal	partial|metatars|duplic
HP:0010100	Complete duplication of hallux phalanx	phalanx|duplic|hallux|complet
HP:0010101	Partial duplication of the phalanges of the hallux	phalang|partial|duplic|hallux
HP:0010102	Aplasia of the distal phalanx of the hallux	aplasia|distal|hallux|phalanx
HP:0010103	Short distal phalanx of hallux	short|distal|hallux|phalanx
HP:0010104	Absent first metatarsal	metatars|absent
HP:0010105	Short first metatarsal	short|metatars
HP:0010106	Aplasia of the proximal phalanx of the hallux	aplasia|proxim|hallux|phalanx
HP:0010107	Short proximal phalanx of hallux	short|proxim|hallux|phalanx
HP:0010109	Short hallux	short|hallux
HP:0010110	Aplasia of the phalanges of the hallux	phalang|aplasia|hallux
HP:0010111	Short phalanx of hallux	short|hallux|phalanx
HP:0010112	Mesoaxial foot polydactyly	foot|mesoaxi|polydactyli
HP:0010113	Absent hallux epiphysis	epiphysi|absent|hallux
HP:0010114	Bracket epiphyses of the hallux	epiphys|hallux|bracket
HP:0010115	Cone-shaped epiphyses of the hallux	epiphys|hallux|cone-shap
HP:0010116	Enlarged epiphyses of the hallux	epiphys|enlarg|hallux
HP:0010117	Fragmentation of the epiphyses of the hallux	fragment|epiphys|hallux
HP:0010118	Irregular epiphyses of the hallux	epiphys|irregular|hallux
HP:0010119	Ivory epiphyses of the hallux	epiphys|hallux|ivori
HP:0010120	Pseudoepiphyses of the hallux	pseudoepiphys|hallux
HP:0010121	Small epiphyses of the hallux	epiphys|small|hallux
HP:0010122	Stippling of the epiphyses of the hallux	epiphys|hallux|stippl
HP:0010123	Triangular epiphyses of the hallux	epiphys|triangular|hallux
HP:0010124	Abnormality of the epiphysis of the distal phalanx of the hallux	epiphysi|distal|abnorm|hallux|phalanx
HP:0010125	Abnormality of the epiphysis of the 1st metatarsal	epiphysi|metatars|abnorm
HP:0010126	Abnormality of the epiphysis of the proximal phalanx of the hallux	epiphysi|proxim|abnorm|hallux|phalanx
HP:0010127	Absent epiphysis of the proximal phalanx of the hallux	epiphysi|proxim|absent|hallux|phalanx
HP:0010128	Bracket epiphysis of the proximal phalanx of the hallux	epiphysi|proxim|hallux|bracket|phalanx
HP:0010129	Cone-shaped epiphysis of the proximal phalanx of the hallux	epiphysi|proxim|hallux|cone-shap|phalanx
HP:0010130	Enlarged epiphysis of the proximal phalanx of the hallux	epiphysi|enlarg|proxim|hallux|phalanx
HP:0010131	Fragmentation of the epiphysis of the proximal phalanx of the hallux	epiphysi|fragment|proxim|hallux|phalanx
HP:0010132	Irregular epiphysis of the proximal phalanx of the hallux	epiphysi|proxim|irregular|hallux|phalanx
HP:0010133	Ivory epiphysis of the proximal phalanx of the hallux	epiphysi|phalanx|proxim|hallux|ivori
HP:0010134	Pseudoepiphysis of the proximal phalanx of the hallux	proxim|pseudoepiphysi|hallux|phalanx
HP:0010135	Small epiphysis of the proximal phalanx of the hallux	epiphysi|proxim|small|hallux|phalanx
HP:0010136	Stippling of the epiphysis of the proximal phalanx of the hallux	epiphysi|phalanx|proxim|hallux|stippl
HP:0010137	Triangular epiphysis of the proximal phalanx of the hallux	epiphysi|proxim|triangular|hallux|phalanx
HP:0010138	Absent epiphysis of the distal phalanx of the hallux	epiphysi|distal|absent|hallux|phalanx
HP:0010139	Bracket epiphysis of the distal phalanx of the hallux	epiphysi|distal|hallux|bracket|phalanx
HP:0010140	Cone-shaped epiphysis of the distal phalanx of the hallux	epiphysi|distal|hallux|cone-shap|phalanx
HP:0010141	Enlarged epiphysis of the distal phalanx of the hallux	epiphysi|distal|enlarg|hallux|phalanx
HP:0010142	Fragmentation of the epiphysis of the distal phalanx of the hallux	epiphysi|fragment|distal|hallux|phalanx
HP:0010143	Irregular epiphysis of the distal phalanx of the hallux	epiphysi|distal|irregular|hallux|phalanx
HP:0010144	Ivory epiphysis of the distal phalanx of the hallux	epiphysi|distal|phalanx|hallux|ivori
HP:0010145	Pseudoepiphysis of the distal phalanx of the hallux	distal|pseudoepiphysi|hallux|phalanx
HP:0010146	Small epiphysis of the distal phalanx of the hallux	epiphysi|distal|small|hallux|phalanx
HP:0010147	Stippling of the epiphysis of the distal phalanx of the hallux	epiphysi|distal|phalanx|hallux|stippl
HP:0010148	Triangular epiphysis of the distal phalanx of the hallux	epiphysi|distal|triangular|hallux|phalanx
HP:0010149	Absent epiphysis of the 1st metatarsal	epiphysi|metatars|absent
HP:0010150	Bracket epiphysis of the 1st metatarsal	epiphysi|metatars|bracket
HP:0010151	Cone-shaped epiphysis of the 1st metatarsal	epiphysi|metatars|cone-shap
HP:0010152	Enlarged epiphysis of the 1st metatarsal	epiphysi|enlarg|metatars
HP:0010153	Fragmentation of the epiphysis of the 1st metatarsal	epiphysi|fragment|metatars
HP:0010154	Irregular epiphysis of the 1st metatarsal	epiphysi|metatars|irregular
HP:0010155	Ivory epiphysis of the 1st metatarsal	epiphysi|metatars|ivori
HP:0010156	Pseudoepiphysis of the 1st metatarsal	metatars|pseudoepiphysi
HP:0010157	Small epiphysis of the 1st metatarsal	epiphysi|metatars|small
HP:0010158	Stippling of the epiphysis of the 1st metatarsal	epiphysi|metatars|stippl
HP:0010159	Triangular epiphysis of the 1st metatarsal	epiphysi|metatars|triangular
HP:0010160	Abnormality of the epiphyses of the toes	epiphys|abnorm|toe
HP:0010161	Abnormality of the phalanges of the toes	phalang|abnorm|toe
HP:0010162	Absent epiphyses of the toes	epiphys|absent|toe
HP:0010163	Bracket epiphyses of the toes	epiphys|toe|bracket
HP:0010164	Cone-shaped epiphyses of the toes	epiphys|toe|cone-shap
HP:0010165	Enlarged epiphyses of the toes	epiphys|enlarg|toe
HP:0010166	Fragmentation of the epiphyses of the toes	fragment|epiphys|toe
HP:0010167	Irregular epiphyses of the toes	epiphys|irregular|toe
HP:0010168	Ivory epiphyses of the toes	epiphys|toe|ivori
HP:0010169	Pseudoepiphyses of the toes	pseudoepiphys|toe
HP:0010170	Small epiphyses of the toes	epiphys|small|toe
HP:0010171	Epiphyseal stippling of toe phalanges	phalang|epiphys|toe|stippl
HP:0010172	Triangular epiphyses of the toes	epiphys|triangular|toe
HP:0010173	Aplasia/Hypoplasia of the phalanges of the toes	phalang|aplasia|hypoplasia|toe
HP:0010174	Broad phalanx of the toes	broad|toe|phalanx
HP:0010175	Bullet-shaped toe phalanx	bullet-shap|toe|phalanx
HP:0010176	Curved toe phalanx	curv|toe|phalanx
HP:0010177	Osteolytic defects of the phalanges of the toes	phalang|osteolyt|toe|defect
HP:0010178	Patchy sclerosis of toe phalanx	patchi|toe|sclerosi|phalanx
HP:0010179	Symphalangism affecting the phalanges of the toes	symphalang|phalang|toe|affect
HP:0010180	Triangular shaped phalanges of the toes	phalang|shape|triangular|toe
HP:0010181	Duplication of phalanx of toe	duplic|toe|phalanx
HP:0010182	Abnormality of the distal phalanges of the toes	phalang|distal|abnorm|toe
HP:0010183	Abnormality of the middle phalanges of the toes	phalang|middl|abnorm|toe
HP:0010184	Abnormality of toe proximal phalanx	proxim|abnorm|toe|phalanx
HP:0010185	Aplasia/Hypoplasia of the distal phalanges of the toes	phalang|aplasia|hypoplasia|distal|toe
HP:0010186	Broad distal phalanx of the toes	distal|broad|toe|phalanx
HP:0010187	Bullet-shaped distal toe phalanx	bullet-shap|distal|toe|phalanx
HP:0010188	Curved distal toe phalanx	curv|distal|toe|phalanx
HP:0010189	Osteolytic defects of the distal phalanges of the toes	phalang|osteolyt|distal|toe|defect
HP:0010190	Patchy sclerosis of distal toe phalanx	distal|patchi|toe|sclerosi|phalanx
HP:0010191	Symphalangism affecting the distal phalanges of the toes	symphalang|distal|phalang|toe|affect
HP:0010192	Triangular shaped distal phalanges of the toes	phalang|distal|shape|triangular|toe
HP:0010193	Duplication of distal phalanx of toe	distal|duplic|toe|phalanx
HP:0010194	Aplasia/Hypoplasia of the middle phalanges of the toes	phalang|aplasia|hypoplasia|middl|toe
HP:0010195	Broad middle phalanges of the toes	phalang|middl|broad|toe
HP:0010196	Bullet-shaped middle toe phalanx	bullet-shap|middl|toe|phalanx
HP:0010197	Curved middle toe phalanx	curv|middl|toe|phalanx
HP:0010198	Osteolytic defects of the middle phalanges of the toes	phalang|osteolyt|middl|toe|defect
HP:0010199	Patchy sclerosis of middle toe phalanx	middl|patchi|toe|sclerosi|phalanx
HP:0010200	Symphalangism affecting the middle phalanges of the toes	symphalang|middl|phalang|toe|affect
HP:0010201	Triangular shaped middle phalanges of the toes	phalang|middl|shape|triangular|toe
HP:0010202	Duplication of middle phalanx of toe	middl|duplic|toe|phalanx
HP:0010203	Aplasia/hypoplasia of proximal toe phalanx	aplasia|hypoplasia|proxim|toe|phalanx
HP:0010204	Broad proximal phalanx of toe	broad|proxim|toe|phalanx
HP:0010205	Bullet-shaped proximal toe phalanx	bullet-shap|proxim|toe|phalanx
HP:0010206	Curved proximal toe phalanx	curv|proxim|toe|phalanx
HP:0010207	Osteolytic defect of the proximal toe phalanx	osteolyt|proxim|toe|defect|phalanx
HP:0010208	Patchy sclerosis of proximal toe phalanx	patchi|proxim|sclerosi|toe|phalanx
HP:0010209	Symphalangism affecting the proximal phalanges of the toes	symphalang|phalang|proxim|toe|affect
HP:0010210	Triangular shaped proximal phalanges of the toes	phalang|shape|triangular|proxim|toe
HP:0010211	Duplication of proximal phalanx of toe	proxim|duplic|toe|phalanx
HP:0010212	Flexion contracture of the hallux	flexion|contractur|hallux
HP:0010213	Contracture of the tarsometatarsal joint of the hallux	tarsometatars|contractur|joint|hallux
HP:0010214	Contracture of the interphalangeal joint of the hallux	interphalang|contractur|joint|hallux
HP:0010215	Contractures of the metatarsophalangeal joint of the hallux	metatarsophalang|contractur|joint|hallux
HP:0010219	Structural foot deformity	structur|foot|deform
HP:0010220	Abnormality of the epiphysis of the 2nd metacarpal	epiphysi|metacarp|abnorm
