OMIM:264800	PSEUDOXANTHOMA ELASTICUM|^|PXE	GRONBLAD STRANDBERG SYNDROME
OMIM:612198	DIASTASIS RECTI AND WEAKNESS OF THE LINEA ALBA	
OMIM:612199	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS|^|CRMCC	COATS PLUS SYNDROME
OMIM:613681	CHROMOSOME 2q31 1 DUPLICATION SYNDROME	MESOMELIC DYSPLASIA 2q31 1 DUPLICATION RELATED
OMIM:223200	DISORGANIZATION MOUSE HOMOLOG OF	DS
OMIM:236600	HYDROCEPHALUS NONSYNDROMIC AUTOSOMAL RECESSIVE 1|^|HYC1	HYDROCEPHALY|^|VENTRICULOMEGALY
OMIM:605388	CEREBRAL PALSY ATAXIC AUTOSOMAL RECESSIVE	ACP|^|ATAXIC CEREBRAL PALSY
OMIM:615849	CULLER JONES SYNDROME|^|CJS	PALLISTER HALL SYNDROME 2 FORMERLY|^|PHS2 FORMERLY
OMIM:125520	CAYLER CARDIOFACIAL SYNDROME	DEPRESSOR ANGULI ORIS MUSCLE HYPOPLASIA OF|^|ASYMMETRIC CRYING FACIES|^|ACF|^|FACIAL PARESIS PARTIAL UNILATERAL
OMIM:114100	BASAL GANGLIA CALCIFICATION IDIOPATHIC CHILDHOOD ONSET	IBGC CHILDHOOD ONSET|^|STRIOPALLIDODENTATE CALCINOSIS BILATERAL CHILDHOOD ONSET|^|CEREBRAL CALCIFICATION NONARTERIOSCLEROTIC IDIOPATHIC CHILDHOOD ONSET
OMIM:243700	HYPER IgE RECURRENT INFECTION SYNDROME AUTOSOMAL RECESSIVE	HYPER IgE SYNDROME AUTOSOMAL RECESSIVE|^|HIES AUTOSOMAL RECESSIVE
OMIM:613823	SECKEL SYNDROME 5|^|SCKL5	
OMIM:613820	NEPHRONOPHTHISIS 12|^|NPHP12	
OMIM:613827	RETINITIS PIGMENTOSA 48|^|RP48	
OMIM:613826	LEBER CONGENITAL AMAUROSIS 6|^|LCA6	
OMIM:613825	COMPLEMENT COMPONENT 9 DEFICIENCY|^|C9D	C9 DEFICIENCY
OMIM:613824	NEPHRONOPHTHISIS 9|^|NPHP9	
OMIM:613829	LEBER CONGENITAL AMAUROSIS 7|^|LCA7	
OMIM:613828	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS TYPE 8|^|GEFSP8	
OMIM:252920	MUCOPOLYSACCHARIDOSIS TYPE IIIB|^|MPS3B	
OMIM:610733	NOONAN SYNDROME 4|^|NS4	
OMIM:610738	NEUTROPENIA SEVERE CONGENITAL 3 AUTOSOMAL RECESSIVE|^|SCN3	
OMIM:311900	TARP SYNDROME|^|TARPS	TALIPES EQUINOVARUS ATRIAL SEPTAL DEFECT ROBIN SEQUENCE AND PERSISTENCE OF LEFT SUPERIOR VENA CAVA|^|PIERRE ROBIN SYNDROME WITH CONGENITAL HEART MALFORMATION AND CLUBFOOT
OMIM:616471	BETHLEM MYOPATHY 2|^|BTHLM2	
OMIM:612997	SPERMATOGENIC FAILURE 7|^|SPGF7	
OMIM:612998	EMERY DREIFUSS MUSCULAR DYSTROPHY 4 AUTOSOMAL DOMINANT|^|EDMD4	
OMIM:612999	EMERY DREIFUSS MUSCULAR DYSTROPHY 5 AUTOSOMAL DOMINANT|^|EDMD5	
OMIM:616479	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS AUTOSOMAL RECESSIVE 2|^|PEOB2	
OMIM:607116	ALZHEIMER DISEASE 8	ALZHEIMER DISEASE FAMILIAL 8|^|AD8
OMIM:607115	CINCA SYNDROME|^|CINCA	CHRONIC NEUROLOGIC CUTANEOUS AND ARTICULAR SYNDROME|^|MULTISYSTEM INFLAMMATORY DISEASE NEONATAL ONSET|^|NOMID|^|CRYOPYRIN ASSOCIATED PERIODIC SYNDROME 3|^|CAPS3
OMIM:607446	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 3|^|BMIQ3	
OMIM:607447	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 4|^|BMIQ4	OBESITY SUSCEPTIBILITY TO
OMIM:610840	MITRAL VALVE PROLAPSE 3|^|MVP3	
OMIM:606240	THYROID CANCER NONMEDULLARY 3|^|NMTC3	
OMIM:606243	ALVEOLAR SOFT PART SARCOMA|^|ASPS	
OMIM:606242	MENTAL RETARDATION MICROCEPHALY GROWTH RETARDATION JOINT CONTRACTURES AND FACIAL DYSMORPHISM	KONDOH SYNDROME
OMIM:606799	STROKE SUSCEPTIBILITY TO 1	STRK1
OMIM:606798	BLEPHAROSPASM BENIGN ESSENTIAL	
OMIM:100070	AORTIC ANEURYSM FAMILIAL ABDOMINAL 1|^|AAA1	
OMIM:604864	OSTEOARTHRITIS WITH MILD CHONDRODYSPLASIA|^|OSCDP	
OMIM:262190	PINEAL HYPERPLASIA INSULIN RESISTANT DIABETES MELLITUS AND SOMATIC ABNORMALITIES	RABSON MENDENHALL SYNDROME|^|MENDENHALL SYNDROME
OMIM:146110	HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA|^|HH7	
OMIM:300436	MENTAL RETARDATION X LINKED 46|^|MRX46	
OMIM:300434	STOCCO DOS SANTOS X LINKED MENTAL RETARDATION SYNDROME	SDSX|^|MENTAL RETARDATION X LINKED STOCCO DOS SANTOS TYPE
OMIM:300433	MENTAL RETARDATION X LINKED 81|^|MRX81	
OMIM:158900	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1|^|FSHD1	MUSCULAR DYSTROPHY FACIOSCAPULOHUMERAL TYPE 1|^|FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY|^|FSHD|^|FMD|^|MUSCULAR DYSTROPHY FACIOSCAPULOHUMERAL TYPE 1A|^|FSHD1A|^|LANDOUZY DEJERINE MUSCULAR DYSTROPHY
OMIM:213700	CEREBROTENDINOUS XANTHOMATOSIS|^|CTX	CEREBRAL CHOLESTERINOSIS
OMIM:300438	17 BETA HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY	HSD17B10 DEFICIENCY|^|HSD10 DEFICIENCY|^|3 HYDROXYACYL CoA DEHYDROGENASE II DEFICIENCY|^|2 METHYL 3 HYDROXYBUTYRYL CoA DEHYDROGENASE DEFICIENCY|^|MHBD DEFICIENCY
OMIM:156600	MICROCORIA CONGENITAL	CHROMOSOME 13q32 DELETION SYNDROME|^|MCOR|^|MIOSIS CONGENITAL
OMIM:611465	GALLBLADDER DISEASE 4|^|GBD4	
OMIM:611469	COLORECTAL CANCER SUSCEPTIBILITY TO 2|^|CRCS2	COLORECTAL CANCER SUSCEPTIBILITY TO ON CHROMOSOME 8q24
OMIM:613647	SPASTIC PARAPLEGIA 48 AUTOSOMAL RECESSIVE|^|SPG48	
OMIM:613646	METHYLMALONIC ACIDURIA DUE TO TRANSCOBALAMIN RECEPTOR DEFECT	METHYLMALONIC ACIDEMIA TCblR TYPE
OMIM:613643	PARKINSON DISEASE 5 AUTOSOMAL DOMINANT SUSCEPTIBILITY TO|^|PARK5	
OMIM:613642	CARDIOMYOPATHY DILATED 1GG|^|CMD1GG	
OMIM:613641	CHARCOT MARIE TOOTH DISEASE RECESSIVE INTERMEDIATE B|^|CMTRIB	
OMIM:613640	NEUROPATHY HEREDITARY SENSORY AND AUTONOMIC TYPE IC|^|HSAN1C	
OMIM:610599	RETINITIS PIGMENTOSA 36|^|RP36	
OMIM:103470	ALBINISM OCULAR WITH SENSORINEURAL DEAFNESS	
OMIM:214150	CEREBROOCULOFACIOSKELETAL SYNDROME 1|^|COFS1	
OMIM:609048	MELANOMA CUTANEOUS MALIGNANT SUSCEPTIBILITY TO 3|^|CMM3	
OMIM:609049	PIERSON SYNDROME	MICROCORIA CONGENITAL NEPHROTIC SYNDROME
OMIM:163200	SCHIMMELPENNING FEUERSTEIN MIMS SYNDROME|^|SFM	SFM SYNDROME|^|LINEAR SEBACEOUS NEVUS SYNDROME|^|SEBACEOUS NEVUS SYNDROME LINEAR|^|JADASSOHN NEVUS PHAKOMATOSIS|^|JNP|^|NEVUS SEBACEUS OF JADASSOHN|^|ORGANOID NEVUS PHAKOMATOSIS|^|EPIDERMAL NEVUS SYNDROME FORMERLY
OMIM:609040	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA FAMILIAL 9|^|ARVD9	
OMIM:609041	SPASTIC PARAPLEGIA 27 AUTOSOMAL RECESSIVE|^|SPG27	
OMIM:611644	HIRSCHSPRUNG DISEASE SUSCEPTIBILITY TO 9|^|HSCR9	
OMIM:300046	MENTAL RETARDATION X LINKED 23|^|MRX23	
OMIM:300047	MENTAL RETARDATION X LINKED 20|^|MRX20	
OMIM:603563	SPASTIC PARAPLEGIA 8 AUTOSOMAL DOMINANT|^|SPG8	
OMIM:218340	TEMTAMY SYNDROME|^|TEMTYS	MENTAL RETARDATION WITH OR WITHOUT CRANIOFACIAL DYSMORPHISM OCULAR COLOBOMA OR ABNORMAL CORPUS CALLOSUM
OMIM:229800	FRUCTOSURIA ESSENTIAL	HEPATIC FRUCTOKINASE DEFICIENCY|^|KETOHEXOKINASE DEFICIENCY
OMIM:300048	INTESTINAL PSEUDOOBSTRUCTION NEURONAL CHRONIC IDIOPATHIC X LINKED	IPOX|^|CONGENITAL IDIOPATHIC INTESTINAL PSEUDOOBSTRUCTION|^|CIIP|^|CIIP X LINKED|^|CIIPX|^|INTESTINAL PSEUDOOBSTRUCTION NEURONAL CHRONIC IDIOPATHIC WITH CENTRAL NERVOUS SYSTEM INVOLVEMENT
OMIM:300049	PERIVENTRICULAR NODULAR HETEROTOPIA 1|^|PVNH1	HETEROTOPIA PERIVENTRICULAR X LINKED DOMINANT|^|HETEROTOPIA FAMILIAL NODULAR|^|NODULAR HETEROTOPIA BILATERAL PERIVENTRICULAR|^|NHBP|^|BPNH|^|HETEROTOPIA PERIVENTRICULAR EHLERS DANLOS VARIANT|^|PERIVENTRICULAR NODULAR HETEROTOPIA 4 FORMERLY|^|PVNH4 FORMERLY
OMIM:614035	DEAFNESS AUTOSOMAL RECESSIVE 29|^|DFNB29	
OMIM:614034	HEME OXYGENASE 1 DEFICIENCY|^|HMOX1D	
OMIM:614039	CORTICAL DYSPLASIA COMPLEX WITH OTHER BRAIN MALFORMATIONS 1|^|CDCBM1	
OMIM:614038	LYMPHEDEMA PRIMARY WITH MYELODYSPLASIA	EMBERGER SYNDROME
OMIM:602966	OROFACIAL CLEFT 2|^|OFC2	
OMIM:609958	ASTHMA RELATED TRAITS SUSCEPTIBILITY TO 3	ASRT3
OMIM:609227	GRISCELLI SYNDROME TYPE 3|^|GS3	
OMIM:609952	DEAFNESS AUTOSOMAL RECESSIVE 55|^|DFNB55	
OMIM:605218	SYSTEMIC LUPUS ERYTHEMATOSUS SUSCEPTIBILITY TO 2|^|SLEB2	
OMIM:609222	DANDY WALKER MALFORMATION WITH OCCIPITAL CEPHALOCELE AUTOSOMAL DOMINANT|^|ADDWOC	
OMIM:609955	FIBROMATOSIS GINGIVAL 3|^|GINGF3	
OMIM:609220	BRUCK SYNDROME 2|^|BRKS2	OSTEOGENESIS IMPERFECTA WITH CONGENITAL JOINT CONTRACTURES
OMIM:120430	COLOBOMA OF OPTIC NERVE	
OMIM:261750	GLYCOGEN STORAGE DISEASE IXb|^|GSD9B	GSD IXb|^|GLYCOGENOSIS OF LIVER AND MUSCLE AUTOSOMAL RECESSIVE|^|PHOSPHORYLASE KINASE DEFICIENCY OF LIVER AND MUSCLE AUTOSOMAL RECESSIVE
OMIM:611895	AMYOTROPHIC LATERAL SCLEROSIS 9|^|ALS9	
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA|^|GHDD	GHOSAL SYNDROME
OMIM:231090	HYDATIDIFORM MOLE RECURRENT 1|^|HYDM1	
OMIM:131200	ENDOMETRIOSIS SUSCEPTIBILITY TO 1	ENDO1
OMIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Ie|^|CDG1E	
OMIM:614699	IMMUNODEFICIENCY COMMON VARIABLE 7|^|CVID7	
OMIM:610644	PALMOPLANTAR HYPERKERATOSIS WITH SQUAMOUS CELL CARCINOMA OF SKIN AND 46 XX SEX REVERSAL	
OMIM:602541	MUSCULAR DYSTROPHY CONGENITAL MEGACONIAL TYPE|^|MDCMC	MUSCULAR DYSTROPHY CONGENITAL WITH MITOCHONDRIAL STRUCTURAL ABNORMALITIES
OMIM:614696	AMYOTROPHIC LATERAL SCLEROSIS 17|^|ALS17	
OMIM:614691	CATARACT 38|^|CTRCT38	
OMIM:608796	MOYAMOYA DISEASE 3|^|MYMY3	
OMIM:615616	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA FAMILIAL 13|^|ARVD13	
OMIM:615617	IMMUNODEFICIENCY 19|^|IMD19	CD3 DELTA DEFICIENCY|^|SEVERE COMBINED IMMUNODEFICIENCY T CELL NEGATIVE B CELL POSITIVE NK CELL POSITIVE|^|SCID T CELL NEGATIVE B CELL POSITIVE NK CELL POSITIVE
OMIM:615342	PULMONARY HYPERTENSION PRIMARY 2|^|PPH2	
OMIM:615343	PULMONARY HYPERTENSION PRIMARY 3|^|PPH3	
OMIM:166350	OSSEOUS HETEROPLASIA PROGRESSIVE|^|POH	ECTOPIC OSSIFICATION FAMILIAL|^|OSTEOMA CUTIS
OMIM:615346	PRECOCIOUS PUBERTY CENTRAL 2|^|CPPB2	
OMIM:615348	NEMALINE MYOPATHY 8|^|NEM8	
OMIM:615349	EHLERS DANLOS SYNDROME PROGEROID TYPE 2|^|EDSP2	
OMIM:612345	CHROMOSOME 2q31 2 DELETION SYNDROME	
OMIM:612389	PONTOCEREBELLAR HYPOPLASIA TYPE 2B|^|PCH2B	
OMIM:612347	JERVELL AND LANGE NIELSEN SYNDROME 2|^|JLNS2	
OMIM:300957	MENTAL RETARDATION X LINKED 12|^|MRX12	
OMIM:612692	AGAMMAGLOBULINEMIA 6 AUTOSOMAL RECESSIVE|^|AGM6	
OMIM:612691	POLYMICROGYRIA BILATERAL TEMPOROOCCIPITAL|^|BTOP	
OMIM:612690	SPHEROCYTOSIS TYPE 5|^|SPH5	SPHEROCYTOSIS HEREDITARY 5|^|HS5
OMIM:300958	MENTAL RETARDATION X LINKED 102|^|MRX102	
OMIM:612348	THROMBOPHILIA FAMILIAL DUE TO DECREASED RELEASE OF TISSUE PLASMINOGEN ACTIVATOR|^|THPH9	
OMIM:243060	SPERMATOGENIC FAILURE 5|^|SPGF5	
OMIM:608579	SEVERE CUTANEOUS ADVERSE REACTION SUSCEPTIBILITY TO	
OMIM:614962	LEPTIN DEFICIENCY OR DYSFUNCTION|^|LEPD	OBESITY MORBID NONSYNDROMIC 1
OMIM:614961	PONTOCEREBELLAR HYPOPLASIA TYPE 8|^|PCH8	
OMIM:310400	MYOPATHY CENTRONUCLEAR X LINKED|^|CNMX	MYOTUBULAR MYOPATHY X LINKED|^|MTMX|^|XLMTM|^|MYOTUBULAR MYOPATHY 1|^|MTM1
OMIM:614969	PONTOCEREBELLAR HYPOPLASIA TYPE 7|^|PCH7	
OMIM:608572	BURN MCKEOWN SYNDROME|^|BMKS	OCULOOTOFACIAL DYSPLASIA|^|OOFD
OMIM:300910	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 18|^|BMND18	OSTEOPOROSIS AND OSTEOPOROTIC FRACTURES SUSCEPTIBILITY TO
OMIM:612380	INFLAMMATORY BOWEL DISEASE 22|^|IBD22	
OMIM:209900	BARDET BIEDL SYNDROME 1|^|BBS1	
OMIM:209300	ATRANSFERRINEMIA	HYPOTRANSFERRINEMIA FAMILIAL
OMIM:139210	MYHRE SYNDROME|^|MYHRS	GROWTH MENTAL DEFICIENCY SYNDROME OF MYHRE|^|LARYNGOTRACHEAL STENOSIS ARTHROPATHY PROGNATHISM AND SHORT STATURE|^|LAPS SYNDROME
OMIM:114500	COLORECTAL CANCER|^|CRC	COLON CANCER
OMIM:276820	ULNA AND FIBULA ABSENCE OF WITH SEVERE LIMB DEFICIENCY	LIMB PELVIS HYPOPLASIA APLASIA SYNDROME|^|LPHAS|^|AL AWADI RAAS ROTHSCHILD SYNDROME|^|AARRS|^|SCHINZEL PHOCOMELIA SYNDROME
OMIM:614929	ECTODERMAL DYSPLASIA 7 HAIR NAIL TYPE|^|ECTD7	
OMIM:601462	MYASTHENIC SYNDROME CONGENITAL 1A SLOW CHANNEL|^|CMS1A	
OMIM:167000	OVARIAN CANCER	
OMIM:613348	PANCREATIC CANCER SUSCEPTIBILITY TO 3	PNCA3
OMIM:300604	PREMATURE OVARIAN FAILURE 2B|^|POF2B	
OMIM:613343	HANDIGODU JOINT DISEASE	HJD|^|SPONDYLOEPIMETAPHYSEAL DYSPLASIA HANDIGODU TYPE
OMIM:613340	EPILEPSY HOT WATER 2|^|HWE2	
OMIM:613341	LEBER CONGENITAL AMAUROSIS 14|^|LCA14	
OMIM:300600	ALAND ISLAND EYE DISEASE|^|AIED	FORSIUS ERIKSSON TYPE OCULAR ALBINISM
OMIM:613347	PANCREATIC CANCER SUSCEPTIBILITY TO 2	PNCA2
OMIM:613345	HYPOKALEMIC PERIODIC PARALYSIS TYPE 2|^|HOKPP2	
OMIM:227220	SKIN HAIR EYE PIGMENTATION VARIATION IN 1|^|SHEP1	
OMIM:603829	VENTRICULAR FIBRILLATION PAROXYSMAL FAMILIAL 1|^|VF1	
OMIM:601680	ARTHROGRYPOSIS DISTAL TYPE 2B|^|DA2B	ARTHROGRYPOSIS MULTIPLEX CONGENITA DISTAL TYPE 2B|^|SHELDON HALL SYNDROME|^|SHS|^|FREEMAN SHELDON SYNDROME VARIANT|^|FSSV|^|ARTHROGRYPOSIS MULTIPLEX CONGENITA DISTAL TYPE II WITH CRANIOFACIAL ABNORMALITIES
OMIM:601682	GLAUCOMA 1 PRIMARY OPEN ANGLE C|^|GLC1C	
OMIM:253400	SPINAL MUSCULAR ATROPHY TYPE III|^|SMA3	SMA III|^|MUSCULAR ATROPHY JUVENILE|^|KUGELBERG WELANDER SYNDROME|^|KWS|^|SPINAL MUSCULAR ATROPHY MILD CHILDHOOD AND ADOLESCENT FORM
OMIM:607694	LEUKODYSTROPHY HYPOMYELINATING 7 WITH OR WITHOUT OLIGODONTIA AND OR HYPOGONADOTROPIC HYPOGONADISM|^|HLD7	
OMIM:612529	AMELOGENESIS IMPERFECTA HYPOMATURATION TYPE IIA2|^|AI2A2	
OMIM:612528	DIAMOND BLACKFAN ANEMIA 5|^|DBA5	
OMIM:616648	OPTIC ATROPHY 8|^|OPA8	
OMIM:616649	SPHEROCYTOSIS TYPE 2|^|SPH2	SPHEROCYTOSIS HEREDITARY 2|^|HS2
OMIM:612521	DIABETES MELLITUS INSULIN DEPENDENT 21|^|IDDM21	
OMIM:612520	DIABETES MELLITUS INSULIN DEPENDENT 20|^|IDDM20	
OMIM:612522	DIABETES MELLITUS INSULIN DEPENDENT 22|^|IDDM22	
OMIM:612525	PYLORIC STENOSIS INFANTILE HYPERTROPHIC 5|^|IHPS5	
OMIM:612527	DIAMOND BLACKFAN ANEMIA 4|^|DBA4	
OMIM:612526	LIPODYSTROPHY CONGENITAL GENERALIZED TYPE 3|^|CGL3	
OMIM:133780	EXUDATIVE VITREORETINOPATHY 1|^|EVR1	
OMIM:613122	CARDIOMYOPATHY DILATED 1CC|^|CMD1CC	
OMIM:613123	BRUGADA SYNDROME 8|^|BRGDA8	
OMIM:613120	BRUGADA SYNDROME 7|^|BRGDA7	
OMIM:609143	TIBIA BOWING OF WITH PSEUDARTHROSIS AND PECTUS EXCAVATUM	
OMIM:609141	CORNEAL DYSTROPHY POSTERIOR POLYMORPHOUS 3|^|PPCD3	
OMIM:600332	RIPPLING MUSCLE DISEASE 1|^|RMD1	
OMIM:609140	CORNEAL DYSTROPHY POSTERIOR POLYMORPHOUS 2|^|PPCD2	
OMIM:604308	MASS SYNDROME	MASS PHENOTYPE|^|OVERLAP CONNECTIVE TISSUE DISEASE|^|OCTD
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY TARDIVE	TMD|^|UDD MYOPATHY
OMIM:604307	CATARACT 2 MULTIPLE TYPES|^|CTRCT2	
OMIM:604302	RHEUMATOID ARTHRITIS SYSTEMIC JUVENILE	
OMIM:607872	CHROMOSOME 1p36 DELETION SYNDROME	MONOSOMY 1p36 SYNDROME
OMIM:607658	HYPOTRICHOSIS OSTEOLYSIS PERIODONTITIS PALMOPLANTAR KERATODERMA SYNDROME	HOPP SYNDROME
OMIM:607876	EPILEPSY FAMILIAL ADULT MYOCLONIC 2|^|FAME2	
OMIM:607655	SKIN FRAGILITY WOOLLY HAIR SYNDROME|^|SFWHS	
OMIM:607654	KERATOSIS PALMOPLANTARIS STRIATA III|^|PPKS3	STRIATE PALMOPLANTAR KERATODERMA III|^|SPPK3|^|KERATODERMA PALMOPLANTAR STRIATE FORM III|^|KPPS3
OMIM:607656	CURLY HAIR ACRAL KERATODERMA CARIES SYNDROME	CHACS
OMIM:610698	MACULAR DEGENERATION AGE RELATED 4|^|ARMD4	
OMIM:232700	GLYCOGEN STORAGE DISEASE VI|^|GSD6	GSD VI|^|HERS DISEASE|^|PHOSPHORYLASE DEFICIENCY GLYCOGEN STORAGE DISEASE OF LIVER
OMIM:119900	DIGITAL CLUBBING ISOLATED CONGENITAL	CLUBBING OF DIGITS|^|ACROPACHY HEREDITARY
OMIM:606656	BASAL GANGLIA CALCIFICATION IDIOPATHIC 2|^|IBGC2	
OMIM:606657	GLAUCOMA NORMAL TENSION SUSCEPTIBILITY TO	NTG|^|GLAUCOMA NORMAL PRESSURE SUSCEPTIBILITY TO|^|NPG
OMIM:612838	BRUGADA SYNDROME 5|^|BRGDA5	
OMIM:606658	SPINOCEREBELLAR ATAXIA 15|^|SCA15	
OMIM:600156	HIRSCHSPRUNG DISEASE SUSCEPTIBILITY TO 5|^|HSCR5	
OMIM:600155	HIRSCHSPRUNG DISEASE SUSCEPTIBILITY TO 2|^|HSCR2	
OMIM:600151	BARDET BIEDL SYNDROME 3|^|BBS3	
OMIM:303600	COFFIN LOWRY SYNDROME|^|CLS	
OMIM:603175	SCHIZOPHRENIA 5|^|SCZD5	SCHIZOPHRENIA SUSCEPTIBILITY LOCUS CHROMOSOME 6q RELATED
OMIM:603176	SCHIZOPHRENIA 7|^|SCZD7	SCHIZOPHRENIA SUSCEPTIBILITY LOCUS CHROMOSOME 13q RELATED
OMIM:261500	EOSINOPHIL PEROXIDASE DEFICIENCY|^|EPXD	EOSINOPHIL PEROXIDASE DEFICIENCY PARTIAL|^|PEROXIDASE AND PHOSPHOLIPID DEFICIENCY IN EOSINOPHILS|^|PRESENTEY ANOMALY
OMIM:610478	RETINAL CONE DYSTROPHY 4|^|RCD4	
OMIM:610475	PIGMENTED NODULAR ADRENOCORTICAL DISEASE PRIMARY 2|^|PPNAD2	PIGMENTED MICRONODULAR ADRENOCORTICAL DISEASE PRIMARY 2|^|CUSHING SYNDROME ADRENAL DUE TO PPNAD2
OMIM:610474	CAMPTODACTYLY TALL STATURE AND HEARING LOSS SYNDROME	CATSHL SYNDROME
OMIM:610476	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA FAMILIAL 11|^|ARVD11	
OMIM:137200	NEUROMYOTONIA AND AXONAL NEUROPATHY AUTOSOMAL RECESSIVE|^|NMAN	GAMSTORP WOHLFART SYNDROME|^|MYOKYMIA MYOTONIA AND MUSCLE WASTING
OMIM:611876	BRUGADA SYNDROME 4|^|BRGDA4	
OMIM:611875	BRUGADA SYNDROME 3|^|BRGDA3	
OMIM:101200	APERT SYNDROME	ACROCEPHALOSYNDACTYLY TYPE I|^|ACS1|^|ACS I
OMIM:611878	CARDIOMYOPATHY DILATED 1Y|^|CMD1Y	
OMIM:611879	CARDIOMYOPATHY DILATED 1Z|^|CMD1Z	
OMIM:191500	UNDRITZ ANOMALY	HYPERSEGMENTATION OF NUCLEI OF POLYMORPHONUCLEAR LEUKOCYTES
OMIM:602087	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA FAMILIAL 4|^|ARVD4	
OMIM:602086	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA FAMILIAL 3|^|ARVD3	
OMIM:602085	POLYDACTYLY POSTAXIAL TYPE A2|^|PAPA2	
OMIM:602083	USHER SYNDROME TYPE IF|^|USH1F	
OMIM:602082	CORNEAL DYSTROPHY THIEL BEHNKE TYPE|^|CDTB	THIEL BEHNKE CORNEAL DYSTROPHY|^|TBCD|^|CORNEAL DYSTROPHY OF BOWMAN LAYER TYPE II|^|CDB2|^|CORNEAL DYSTROPHY HONEYCOMB SHAPED
OMIM:602081	SPEECH LANGUAGE DISORDER 1|^|SPCH1	CHILDHOOD APRAXIA OF SPEECH|^|CAS|^|DEVELOPMENTAL VERBAL DYSPRAXIA|^|DVD|^|SPEECH AND LANGUAGE DISORDER WITH OROFACIAL DYSPRAXIA
OMIM:602080	PAGET DISEASE OF BONE 2 EARLY ONSET|^|PDB2	
OMIM:602089	HEMANGIOMA CAPILLARY INFANTILE	HCI|^|HEMANGIOMA HEREDITARY CAPILLARY
OMIM:602088	NEPHRONOPHTHISIS 2|^|NPHP2	
OMIM:616606	RING CHROMOSOME 14 SYNDROME	
OMIM:603688	PROSTATE CANCER BRAIN CANCER SUSCEPTIBILITY	PCBC|^|CAPB
OMIM:603689	HEREDITARY MYOPATHY WITH EARLY RESPIRATORY FAILURE|^|HMERF	MYOPATHY PROXIMAL WITH EARLY RESPIRATORY MUSCLE INVOLVEMENT|^|MPRM|^|EDSTROM MYOPATHY
OMIM:270685	SPASTIC PARAPLEGIA 17 AUTOSOMAL DOMINANT|^|SPG17	
OMIM:147430	INDIFFERENCE TO PAIN CONGENITAL AUTOSOMAL DOMINANT	CONGENITAL ANALGESIA AUTOSOMAL DOMINANT
OMIM:611252	SPASTIC PARAPLEGIA 32 AUTOSOMAL RECESSIVE|^|SPG32	
OMIM:300388	POLYMICROGYRIA BILATERAL PERISYLVIAN X LINKED|^|BPPX	PMGX|^|BPP|^|PERISYLVIAN SYNDROME CONGENITAL BILATERAL|^|CBPS
OMIM:300387	MENTAL RETARDATION X LINKED 63|^|MRX63	
OMIM:609814	COMPLEMENT FACTOR H DEFICIENCY|^|CFHD	FACTOR H DEFICIENCY|^|CFH DEFICIENCY
OMIM:136000	ADERMATOGLYPHIA|^|ADERM	FINGERPRINTS ABSENCE OF
OMIM:136550	MACULAR DYSTROPHY RETINAL 1 NORTH CAROLINA TYPE|^|MCDR1	NORTH CAROLINA MACULAR DYSTROPHY|^|NCMD|^|CENTRAL AREOLAR PIGMENT EPITHELIAL DYSTROPHY|^|CAPED|^|RETINAL PIGMENT EPITHELIAL DYSTROPHY CENTRAL|^|FOVEAL DYSTROPHY PROGRESSIVE
OMIM:215500	CHOROIDAL DYSTROPHY CENTRAL AREOLAR 1|^|CACD1	
OMIM:165720	OSTEOARTHRITIS SUSCEPTIBILITY 1|^|OS1	OA|^|OSTEOARTHROSIS|^|OSTEOARTHRITIS OF HIP FEMALE SPECIFIC SUSCEPTIBILITY TO
OMIM:227810	FANCONI BICKEL SYNDROME|^|FBS	HEPATORENAL GLYCOGENOSIS WITH RENAL FANCONI SYNDROME|^|HEPATIC GLYCOGENOSIS WITH FANCONI NEPHROPATHY|^|HEPATIC GLYCOGENOSIS WITH AMINO ACIDURIA AND GLUCOSURIA|^|FANCONI SYNDROME WITH INTESTINAL MALABSORPTION AND GALACTOSE INTOLERANCE|^|PSEUDO PHLORIZIN DIABETES|^|GLYCOGENOSIS FANCONI TYPE|^|GLYCOGEN STORAGE DISEASE XI
